scene,strategy,seed,rotation,entries,sortTimeUs,quality,psnrDb,framesSorted,totalInversions
ice_cave,B_Every16,7,extreme,5,0.023,1.000000,45.00,59,0
ice_cave,B_Every16,42,still,7,0.028,0.843167,40.30,59,941
ice_cave,B_Every16,42,slow,7,0.027,0.843167,40.30,59,941
ice_cave,B_Every16,42,medium,7,0.027,0.843167,40.30,59,941
ice_cave,B_Every16,42,fast,7,0.027,0.843167,40.30,59,941
ice_cave,B_Every16,42,extreme,7,0.027,0.843167,40.30,59,941
ice_cave,B_Every16,1234,still,9,0.037,0.647125,34.41,59,8469
ice_cave,B_Every16,1234,slow,9,0.037,0.647125,34.41,59,8469
ice_cave,B_Every16,1234,medium,9,0.037,0.647125,34.41,59,8469
ice_cave,B_Every16,1234,fast,9,0.037,0.647125,34.41,59,8469
ice_cave,B_Every16,1234,extreme,9,0.036,0.647125,34.41,59,8469
ice_cave,B_Every16,31337,still,19,0.091,0.581778,32.45,59,92218
ice_cave,B_Every16,31337,slow,19,0.091,0.581778,32.45,59,92218
ice_cave,B_Every16,31337,medium,19,0.090,0.581778,32.45,59,92218
ice_cave,B_Every16,31337,fast,19,0.090,0.581778,32.45,59,92218
ice_cave,B_Every16,31337,extreme,19,0.091,0.581778,32.45,59,92218
ice_cave,C_DistanceAdaptive,1,still,16,0.061,0.704000,36.12,112,58608
ice_cave,C_DistanceAdaptive,1,slow,16,0.060,0.704000,36.12,112,58608
ice_cave,C_DistanceAdaptive,1,medium,16,0.059,0.704000,36.12,112,58608
ice_cave,C_DistanceAdaptive,1,fast,16,0.060,0.704000,36.12,112,58608
ice_cave,C_DistanceAdaptive,1,extreme,16,0.061,0.704000,36.12,112,58608
ice_cave,C_DistanceAdaptive,7,still,5,0.023,1.000000,45.00,112,0
ice_cave,C_DistanceAdaptive,7,slow,5,0.022,1.000000,45.00,112,0
ice_cave,C_DistanceAdaptive,7,medium,5,0.023,1.000000,45.00,112,0
ice_cave,C_DistanceAdaptive,7,fast,5,0.022,1.000000,45.00,112,0
ice_cave,C_DistanceAdaptive,7,extreme,5,0.023,1.000000,45.00,112,0
ice_cave,C_DistanceAdaptive,42,still,7,0.027,0.852000,40.56,112,888
ice_cave,C_DistanceAdaptive,42,slow,7,0.027,0.852000,40.56,112,888
ice_cave,C_DistanceAdaptive,42,medium,7,0.028,0.852000,40.56,112,888
ice_cave,C_DistanceAdaptive,42,fast,7,0.027,0.852000,40.56,112,888
ice_cave,C_DistanceAdaptive,42,extreme,7,0.027,0.852000,40.56,112,888
ice_cave,C_DistanceAdaptive,1234,still,9,0.037,0.667000,35.01,112,7992
ice_cave,C_DistanceAdaptive,1234,slow,9,0.037,0.667000,35.01,112,7992
ice_cave,C_DistanceAdaptive,1234,medium,9,0.037,0.667000,35.01,112,7992
ice_cave,C_DistanceAdaptive,1234,fast,9,0.037,0.667000,35.01,112,7992
ice_cave,C_DistanceAdaptive,1234,extreme,9,0.037,0.667000,35.01,112,7992
ice_cave,C_DistanceAdaptive,31337,still,19,0.092,0.605333,33.16,112,87024
ice_cave,C_DistanceAdaptive,31337,slow,19,0.093,0.605333,33.16,112,87024
ice_cave,C_DistanceAdaptive,31337,medium,19,0.092,0.605333,33.16,112,87024
ice_cave,C_DistanceAdaptive,31337,fast,19,0.092,0.605333,33.16,112,87024
ice_cave,C_DistanceAdaptive,31337,extreme,19,0.091,0.605333,33.16,112,87024
ice_cave,D_PerChunk,1,still,16,0.060,1.000000,45.00,1000,0
ice_cave,D_PerChunk,1,slow,16,0.061,1.000000,45.00,1000,0
ice_cave,D_PerChunk,1,medium,16,0.060,1.000000,45.00,1000,0
ice_cave,D_PerChunk,7,still,5,0.023,1.000000,45.00,1000,0
ice_cave,D_PerChunk,7,slow,5,0.023,1.000000,45.00,1000,0
ice_cave,D_PerChunk,7,medium,5,0.023,1.000000,45.00,1000,0
ice_cave,D_PerChunk,42,still,7,0.027,1.000000,45.00,1000,0
ice_cave,D_PerChunk,42,slow,7,0.027,1.000000,45.00,1000,0
ice_cave,D_PerChunk,42,medium,7,0.027,1.000000,45.00,1000,0
ice_cave,D_PerChunk,1234,still,9,0.037,1.000000,45.00,1000,0
ice_cave,D_PerChunk,1234,slow,9,0.037,1.000000,45.00,1000,0
ice_cave,D_PerChunk,1234,medium,9,0.036,1.000000,45.00,1000,0
ice_cave,D_PerChunk,31337,still,19,0.093,1.000000,45.00,1000,0
ice_cave,D_PerChunk,31337,slow,19,0.092,1.000000,45.00,1000,0
ice_cave,D_PerChunk,31337,medium,19,0.109,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,1,still,236,1.304,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,1,slow,236,1.374,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,1,medium,236,1.371,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,1,fast,236,1.270,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,1,extreme,236,1.415,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,7,still,236,1.262,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,7,slow,236,1.281,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,7,medium,236,1.281,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,7,fast,236,1.260,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,7,extreme,236,1.310,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,42,still,236,1.276,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,42,slow,236,1.264,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,42,medium,236,1.277,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,42,fast,236,1.306,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,42,extreme,236,1.269,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,1234,still,236,1.273,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,1234,slow,236,1.282,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,1234,medium,236,1.255,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,1234,fast,236,1.300,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,1234,extreme,236,1.274,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,31337,still,236,1.265,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,31337,slow,236,1.287,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,31337,medium,236,1.290,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,31337,fast,236,1.288,1.000000,45.00,1000,0
mixed_translucent,A_PerFrame,31337,extreme,236,1.298,1.000000,45.00,1000,0
mixed_translucent,B_Every4,1,still,236,1.327,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,1,slow,236,1.301,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,1,medium,236,1.257,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,1,fast,236,1.284,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,1,extreme,236,1.281,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,7,still,236,1.362,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,7,slow,236,1.359,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,7,medium,236,1.379,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,7,fast,236,1.328,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,7,extreme,236,1.342,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,42,still,236,1.343,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,42,slow,236,1.334,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,42,medium,236,1.329,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,42,fast,236,1.296,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,42,extreme,236,1.296,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,1234,still,236,1.281,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,1234,slow,236,1.301,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,1234,medium,236,1.344,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,1234,fast,236,1.352,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,1234,extreme,236,1.376,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,31337,still,236,1.332,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,31337,slow,236,1.445,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,31337,medium,236,1.419,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,31337,fast,236,1.283,0.615319,33.46,200,12950400
mixed_translucent,B_Every4,31337,extreme,236,1.420,0.615319,33.46,200,12950400
mixed_translucent,B_Every8,1,still,236,1.330,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,1,slow,236,1.288,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,1,medium,236,1.296,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,1,fast,236,1.252,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,1,extreme,236,1.359,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,7,still,236,1.363,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,7,slow,236,1.258,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,7,medium,236,1.331,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,7,fast,236,1.297,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,7,extreme,236,1.298,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,42,still,236,1.330,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,42,slow,236,1.306,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,42,medium,236,1.263,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,42,fast,236,1.264,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,42,extreme,236,1.298,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,1234,still,236,1.393,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,1234,slow,236,1.266,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,1234,medium,236,1.262,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,1234,fast,236,1.295,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,1234,extreme,236,1.386,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,31337,still,236,1.326,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,31337,slow,236,1.282,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,31337,medium,236,1.300,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,31337,fast,236,1.261,0.573004,32.19,112,14374944
mixed_translucent,B_Every8,31337,extreme,236,1.315,0.573004,32.19,112,14374944
mixed_translucent,B_Every16,1,still,236,1.275,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,1,slow,236,1.266,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,1,medium,236,1.276,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,1,fast,236,1.286,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,1,extreme,236,1.370,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,7,still,236,1.278,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,7,slow,236,1.284,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,7,medium,236,1.265,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,7,fast,236,1.279,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,7,extreme,236,1.262,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,42,still,236,1.290,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,42,slow,236,1.250,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,42,medium,236,1.287,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,42,fast,236,1.308,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,42,extreme,236,1.279,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,1234,still,236,1.290,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,1234,slow,236,1.365,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,1234,medium,236,1.280,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,1234,fast,236,1.282,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,1234,extreme,236,1.280,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,31337,still,236,1.379,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,31337,slow,236,1.269,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,31337,medium,236,1.257,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,31337,fast,236,1.292,0.547519,31.43,59,15232908
mixed_translucent,B_Every16,31337,extreme,236,1.332,0.547519,31.43,59,15232908
mixed_translucent,C_DistanceAdaptive,1,still,236,1.263,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,1,slow,236,1.265,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,1,medium,236,1.245,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,1,fast,236,1.251,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,1,extreme,236,1.248,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,7,still,236,1.248,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,7,slow,236,1.274,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,7,medium,236,1.259,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,7,fast,236,1.298,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,7,extreme,236,1.266,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,42,still,236,1.250,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,42,slow,236,1.289,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,42,medium,236,1.304,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,42,fast,236,1.344,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,42,extreme,236,1.302,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,1234,still,236,1.272,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,1234,slow,236,1.414,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,1234,medium,236,1.505,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,1234,fast,236,1.613,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,1234,extreme,236,1.335,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,31337,still,236,1.265,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,31337,slow,236,1.256,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,31337,medium,236,1.275,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,31337,fast,236,1.343,0.573004,32.19,112,14374944
mixed_translucent,C_DistanceAdaptive,31337,extreme,236,1.300,0.573004,32.19,112,14374944
mixed_translucent,D_PerChunk,1,still,236,0.910,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,1,slow,236,0.885,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,1,medium,236,0.878,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,7,still,236,1.206,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,7,slow,236,1.048,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,7,medium,236,0.895,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,42,still,236,0.873,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,42,slow,236,0.881,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,42,medium,236,0.957,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,1234,still,236,0.908,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,1234,slow,236,0.858,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,1234,medium,236,0.951,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,31337,still,236,0.874,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,31337,slow,236,0.881,0.961702,43.85,1000,14761000
mixed_translucent,D_PerChunk,31337,medium,236,0.916,0.961702,43.85,1000,14761000
