strategy,scene,seed,iter,op,us,bytes,ok
C_ChunkedBinary_Zstd,large_world,31337,0,save,18731.93,1947835,1
C_ChunkedBinary_Zstd,large_world,31337,0,load,6460.78,1947835,1
C_ChunkedBinary_Zstd,large_world,31337,0,verify,131.96,0,1
C_ChunkedBinary_Zstd,large_world,31337,0,mutate_save_0,19589.55,1947835,1
C_ChunkedBinary_Zstd,large_world,31337,0,delta_load,6554.51,1947835,1
D_VersionedChunked_Delta_LZ4,large_world,31337,0,save,16483.64,1932689,1
D_VersionedChunked_Delta_LZ4,large_world,31337,0,load,6043.35,1932689,1
D_VersionedChunked_Delta_LZ4,large_world,31337,0,verify,91.05,0,1
D_VersionedChunked_Delta_LZ4,large_world,31337,0,mutate_save_0,18199.48,1932689,1
D_VersionedChunked_Delta_LZ4,large_world,31337,0,delta_load,6017.24,1932689,1
E_ContentAddressed_Dedupe,large_world,31337,0,save,72576.19,143060,1
E_ContentAddressed_Dedupe,large_world,31337,0,load,25757.45,143060,1
E_ContentAddressed_Dedupe,large_world,31337,0,verify,95.18,0,1
E_ContentAddressed_Dedupe,large_world,31337,0,mutate_save_0,8363.36,143060,1
E_ContentAddressed_Dedupe,large_world,31337,0,delta_load,22144.47,143060,1
A_FullJSON_SingleFile,adaptive_scaling,1,0,save,13692.14,1530703,1
A_FullJSON_SingleFile,adaptive_scaling,1,0,load,2871.39,1530703,1
A_FullJSON_SingleFile,adaptive_scaling,1,0,verify,21.94,0,1
A_FullJSON_SingleFile,adaptive_scaling,1,0,mutate_save_0,16480.01,1530703,1
A_FullJSON_SingleFile,adaptive_scaling,1,0,delta_load,3606.25,1530703,1
B_ChunkedBinary_Raw,adaptive_scaling,1,0,save,1638.09,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,1,0,load,282.60,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,1,0,verify,32.68,0,1
B_ChunkedBinary_Raw,adaptive_scaling,1,0,mutate_save_0,4652.24,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,1,0,delta_load,317.40,1068360,1
C_ChunkedBinary_Zstd,adaptive_scaling,1,0,save,7339.97,709104,1
C_ChunkedBinary_Zstd,adaptive_scaling,1,0,load,2159.12,709104,1
C_ChunkedBinary_Zstd,adaptive_scaling,1,0,verify,44.69,0,1
C_ChunkedBinary_Zstd,adaptive_scaling,1,0,mutate_save_0,9579.51,709104,1
C_ChunkedBinary_Zstd,adaptive_scaling,1,0,delta_load,2168.98,709104,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,1,0,save,5195.37,704613,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,1,0,load,1927.28,704613,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,1,0,verify,32.46,0,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,1,0,mutate_save_0,7796.96,704613,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,1,0,delta_load,2254.06,704613,1
E_ContentAddressed_Dedupe,adaptive_scaling,1,0,save,28308.51,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,1,0,load,9486.48,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,1,0,verify,63.11,0,1
E_ContentAddressed_Dedupe,adaptive_scaling,1,0,mutate_save_0,2953.08,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,1,0,delta_load,8239.75,52372,1
A_FullJSON_SingleFile,adaptive_scaling,7,0,save,13069.91,1531735,1
A_FullJSON_SingleFile,adaptive_scaling,7,0,load,3381.46,1531735,1
A_FullJSON_SingleFile,adaptive_scaling,7,0,verify,56.07,0,1
A_FullJSON_SingleFile,adaptive_scaling,7,0,mutate_save_0,16688.07,1531735,1
A_FullJSON_SingleFile,adaptive_scaling,7,0,delta_load,2812.83,1531735,1
B_ChunkedBinary_Raw,adaptive_scaling,7,0,save,1630.19,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,7,0,load,291.04,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,7,0,verify,37.40,0,1
B_ChunkedBinary_Raw,adaptive_scaling,7,0,mutate_save_0,5413.55,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,7,0,delta_load,387.41,1068360,1
C_ChunkedBinary_Zstd,adaptive_scaling,7,0,save,5959.73,710281,1
C_ChunkedBinary_Zstd,adaptive_scaling,7,0,load,1860.91,710281,1
C_ChunkedBinary_Zstd,adaptive_scaling,7,0,verify,36.55,0,1
C_ChunkedBinary_Zstd,adaptive_scaling,7,0,mutate_save_0,9602.65,710281,1
C_ChunkedBinary_Zstd,adaptive_scaling,7,0,delta_load,2290.60,710281,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,7,0,save,5071.35,705926,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,7,0,load,2066.85,705926,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,7,0,verify,30.24,0,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,7,0,mutate_save_0,9077.35,705926,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,7,0,delta_load,2410.84,705926,1
E_ContentAddressed_Dedupe,adaptive_scaling,7,0,save,23373.12,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,7,0,load,7861.07,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,7,0,verify,60.47,0,1
E_ContentAddressed_Dedupe,adaptive_scaling,7,0,mutate_save_0,2782.80,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,7,0,delta_load,8700.64,52372,1
A_FullJSON_SingleFile,adaptive_scaling,42,0,save,11566.71,1529902,1
A_FullJSON_SingleFile,adaptive_scaling,42,0,load,3043.62,1529902,1
A_FullJSON_SingleFile,adaptive_scaling,42,0,verify,33.49,0,1
A_FullJSON_SingleFile,adaptive_scaling,42,0,mutate_save_0,14846.30,1529902,1
A_FullJSON_SingleFile,adaptive_scaling,42,0,delta_load,2605.06,1529902,1
B_ChunkedBinary_Raw,adaptive_scaling,42,0,save,1243.95,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,42,0,load,230.49,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,42,0,verify,30.34,0,1
B_ChunkedBinary_Raw,adaptive_scaling,42,0,mutate_save_0,4003.83,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,42,0,delta_load,271.62,1068360,1
C_ChunkedBinary_Zstd,adaptive_scaling,42,0,save,7087.25,708471,1
C_ChunkedBinary_Zstd,adaptive_scaling,42,0,load,2334.85,708471,1
C_ChunkedBinary_Zstd,adaptive_scaling,42,0,verify,41.51,0,1
C_ChunkedBinary_Zstd,adaptive_scaling,42,0,mutate_save_0,9339.01,708471,1
C_ChunkedBinary_Zstd,adaptive_scaling,42,0,delta_load,2490.38,708471,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,42,0,save,5708.06,704083,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,42,0,load,1797.93,704083,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,42,0,verify,37.84,0,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,42,0,mutate_save_0,10018.99,704083,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,42,0,delta_load,2245.06,704083,1
E_ContentAddressed_Dedupe,adaptive_scaling,42,0,save,26845.12,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,42,0,load,8288.93,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,42,0,verify,31.13,0,1
E_ContentAddressed_Dedupe,adaptive_scaling,42,0,mutate_save_0,2801.90,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,42,0,delta_load,6932.32,52372,1
A_FullJSON_SingleFile,adaptive_scaling,1234,0,save,11758.90,1530957,1
A_FullJSON_SingleFile,adaptive_scaling,1234,0,load,2529.11,1530957,1
A_FullJSON_SingleFile,adaptive_scaling,1234,0,verify,30.65,0,1
A_FullJSON_SingleFile,adaptive_scaling,1234,0,mutate_save_0,16214.79,1530957,1
A_FullJSON_SingleFile,adaptive_scaling,1234,0,delta_load,2601.20,1530957,1
B_ChunkedBinary_Raw,adaptive_scaling,1234,0,save,1365.23,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,1234,0,load,255.16,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,1234,0,verify,37.15,0,1
B_ChunkedBinary_Raw,adaptive_scaling,1234,0,mutate_save_0,4497.26,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,1234,0,delta_load,310.12,1068360,1
C_ChunkedBinary_Zstd,adaptive_scaling,1234,0,save,6858.21,709380,1
C_ChunkedBinary_Zstd,adaptive_scaling,1234,0,load,2207.80,709380,1
C_ChunkedBinary_Zstd,adaptive_scaling,1234,0,verify,29.09,0,1
C_ChunkedBinary_Zstd,adaptive_scaling,1234,0,mutate_save_0,10330.69,709380,1
C_ChunkedBinary_Zstd,adaptive_scaling,1234,0,delta_load,2484.29,709380,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,1234,0,save,4975.86,704674,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,1234,0,load,2040.74,704674,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,1234,0,verify,38.10,0,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,1234,0,mutate_save_0,8338.28,704674,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,1234,0,delta_load,2114.95,704674,1
E_ContentAddressed_Dedupe,adaptive_scaling,1234,0,save,27423.49,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,1234,0,load,9942.88,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,1234,0,verify,38.50,0,1
E_ContentAddressed_Dedupe,adaptive_scaling,1234,0,mutate_save_0,2772.83,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,1234,0,delta_load,7162.94,52372,1
A_FullJSON_SingleFile,adaptive_scaling,31337,0,save,11984.03,1532422,1
A_FullJSON_SingleFile,adaptive_scaling,31337,0,load,2671.39,1532422,1
A_FullJSON_SingleFile,adaptive_scaling,31337,0,verify,34.77,0,1
A_FullJSON_SingleFile,adaptive_scaling,31337,0,mutate_save_0,16435.88,1532422,1
A_FullJSON_SingleFile,adaptive_scaling,31337,0,delta_load,2749.84,1532422,1
B_ChunkedBinary_Raw,adaptive_scaling,31337,0,save,1288.81,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,31337,0,load,235.78,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,31337,0,verify,27.98,0,1
B_ChunkedBinary_Raw,adaptive_scaling,31337,0,mutate_save_0,4451.32,1068360,1
B_ChunkedBinary_Raw,adaptive_scaling,31337,0,delta_load,386.69,1068360,1
C_ChunkedBinary_Zstd,adaptive_scaling,31337,0,save,7299.53,710151,1
C_ChunkedBinary_Zstd,adaptive_scaling,31337,0,load,2160.60,710151,1
C_ChunkedBinary_Zstd,adaptive_scaling,31337,0,verify,49.09,0,1
C_ChunkedBinary_Zstd,adaptive_scaling,31337,0,mutate_save_0,10549.90,710151,1
C_ChunkedBinary_Zstd,adaptive_scaling,31337,0,delta_load,2230.31,710151,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,31337,0,save,6010.84,705426,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,31337,0,load,2067.34,705426,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,31337,0,verify,28.32,0,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,31337,0,mutate_save_0,7844.22,705426,1
D_VersionedChunked_Delta_LZ4,adaptive_scaling,31337,0,delta_load,2210.08,705426,1
E_ContentAddressed_Dedupe,adaptive_scaling,31337,0,save,25036.86,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,31337,0,load,8938.45,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,31337,0,verify,39.43,0,1
E_ContentAddressed_Dedupe,adaptive_scaling,31337,0,mutate_save_0,2687.75,52372,1
E_ContentAddressed_Dedupe,adaptive_scaling,31337,0,delta_load,7618.53,52372,1
A_FullJSON_SingleFile,realistic_combat,1,0,save,13739.80,2068713,1
A_FullJSON_SingleFile,realistic_combat,1,0,load,3994.22,2068713,1
A_FullJSON_SingleFile,realistic_combat,1,0,verify,35.58,0,1
A_FullJSON_SingleFile,realistic_combat,1,0,mutate_save_0,18460.27,2068713,1
A_FullJSON_SingleFile,realistic_combat,1,0,delta_load,3625.31,2068713,1
B_ChunkedBinary_Raw,realistic_combat,1,0,save,1276.49,1132360,1
B_ChunkedBinary_Raw,realistic_combat,1,0,load,236.12,1132360,1
B_ChunkedBinary_Raw,realistic_combat,1,0,verify,31.51,0,1
B_ChunkedBinary_Raw,realistic_combat,1,0,mutate_save_0,7364.17,1132360,1
B_ChunkedBinary_Raw,realistic_combat,1,0,delta_load,354.41,1132360,1
C_ChunkedBinary_Zstd,realistic_combat,1,0,save,6566.77,1058780,1
C_ChunkedBinary_Zstd,realistic_combat,1,0,load,1746.55,1058780,1
C_ChunkedBinary_Zstd,realistic_combat,1,0,verify,33.38,0,1
C_ChunkedBinary_Zstd,realistic_combat,1,0,mutate_save_0,10752.50,1058780,1
C_ChunkedBinary_Zstd,realistic_combat,1,0,delta_load,1795.73,1058780,1
D_VersionedChunked_Delta_LZ4,realistic_combat,1,0,save,5629.35,1037399,1
D_VersionedChunked_Delta_LZ4,realistic_combat,1,0,load,2204.51,1037399,1
D_VersionedChunked_Delta_LZ4,realistic_combat,1,0,verify,39.11,0,1
D_VersionedChunked_Delta_LZ4,realistic_combat,1,0,mutate_save_0,8057.97,1037399,1
D_VersionedChunked_Delta_LZ4,realistic_combat,1,0,delta_load,2081.13,1037399,1
E_ContentAddressed_Dedupe,realistic_combat,1,0,save,23944.43,116372,1
E_ContentAddressed_Dedupe,realistic_combat,1,0,load,8312.91,116372,1
E_ContentAddressed_Dedupe,realistic_combat,1,0,verify,34.00,0,1
E_ContentAddressed_Dedupe,realistic_combat,1,0,mutate_save_0,3291.34,116372,1
E_ContentAddressed_Dedupe,realistic_combat,1,0,delta_load,6729.18,116372,1
A_FullJSON_SingleFile,realistic_combat,7,0,save,15105.72,2071837,1
A_FullJSON_SingleFile,realistic_combat,7,0,load,3732.54,2071837,1
A_FullJSON_SingleFile,realistic_combat,7,0,verify,37.01,0,1
A_FullJSON_SingleFile,realistic_combat,7,0,mutate_save_0,19927.92,2071837,1
A_FullJSON_SingleFile,realistic_combat,7,0,delta_load,3891.15,2071837,1
B_ChunkedBinary_Raw,realistic_combat,7,0,save,1811.10,1132360,1
B_ChunkedBinary_Raw,realistic_combat,7,0,load,293.72,1132360,1
B_ChunkedBinary_Raw,realistic_combat,7,0,verify,33.16,0,1
B_ChunkedBinary_Raw,realistic_combat,7,0,mutate_save_0,5929.46,1132360,1
B_ChunkedBinary_Raw,realistic_combat,7,0,delta_load,312.64,1132360,1
C_ChunkedBinary_Zstd,realistic_combat,7,0,save,6142.31,1059480,1
C_ChunkedBinary_Zstd,realistic_combat,7,0,load,1816.20,1059480,1
C_ChunkedBinary_Zstd,realistic_combat,7,0,verify,38.88,0,1
C_ChunkedBinary_Zstd,realistic_combat,7,0,mutate_save_0,9135.70,1059480,1
C_ChunkedBinary_Zstd,realistic_combat,7,0,delta_load,2149.58,1059480,1
D_VersionedChunked_Delta_LZ4,realistic_combat,7,0,save,5560.42,1038077,1
D_VersionedChunked_Delta_LZ4,realistic_combat,7,0,load,1685.03,1038077,1
D_VersionedChunked_Delta_LZ4,realistic_combat,7,0,verify,37.41,0,1
D_VersionedChunked_Delta_LZ4,realistic_combat,7,0,mutate_save_0,9324.23,1038077,1
D_VersionedChunked_Delta_LZ4,realistic_combat,7,0,delta_load,1924.70,1038077,1
E_ContentAddressed_Dedupe,realistic_combat,7,0,save,30675.89,116372,1
E_ContentAddressed_Dedupe,realistic_combat,7,0,load,9380.31,116372,1
E_ContentAddressed_Dedupe,realistic_combat,7,0,verify,42.15,0,1
E_ContentAddressed_Dedupe,realistic_combat,7,0,mutate_save_0,3160.68,116372,1
E_ContentAddressed_Dedupe,realistic_combat,7,0,delta_load,7311.50,116372,1
A_FullJSON_SingleFile,realistic_combat,42,0,save,14776.78,2071166,1
A_FullJSON_SingleFile,realistic_combat,42,0,load,3748.66,2071166,1
A_FullJSON_SingleFile,realistic_combat,42,0,verify,34.46,0,1
A_FullJSON_SingleFile,realistic_combat,42,0,mutate_save_0,19171.88,2071166,1
A_FullJSON_SingleFile,realistic_combat,42,0,delta_load,3707.28,2071166,1
B_ChunkedBinary_Raw,realistic_combat,42,0,save,1466.08,1132360,1
B_ChunkedBinary_Raw,realistic_combat,42,0,load,270.81,1132360,1
B_ChunkedBinary_Raw,realistic_combat,42,0,verify,34.29,0,1
B_ChunkedBinary_Raw,realistic_combat,42,0,mutate_save_0,6078.76,1132360,1
B_ChunkedBinary_Raw,realistic_combat,42,0,delta_load,326.17,1132360,1
C_ChunkedBinary_Zstd,realistic_combat,42,0,save,6246.66,1058666,1
C_ChunkedBinary_Zstd,realistic_combat,42,0,load,1678.37,1058666,1
C_ChunkedBinary_Zstd,realistic_combat,42,0,verify,33.26,0,1
C_ChunkedBinary_Zstd,realistic_combat,42,0,mutate_save_0,9211.68,1058666,1
C_ChunkedBinary_Zstd,realistic_combat,42,0,delta_load,2005.70,1058666,1
D_VersionedChunked_Delta_LZ4,realistic_combat,42,0,save,5509.88,1037231,1
D_VersionedChunked_Delta_LZ4,realistic_combat,42,0,load,1854.49,1037231,1
D_VersionedChunked_Delta_LZ4,realistic_combat,42,0,verify,37.28,0,1
D_VersionedChunked_Delta_LZ4,realistic_combat,42,0,mutate_save_0,7300.26,1037231,1
D_VersionedChunked_Delta_LZ4,realistic_combat,42,0,delta_load,1953.60,1037231,1
E_ContentAddressed_Dedupe,realistic_combat,42,0,save,26215.21,116372,1
E_ContentAddressed_Dedupe,realistic_combat,42,0,load,8877.80,116372,1
E_ContentAddressed_Dedupe,realistic_combat,42,0,verify,58.16,0,1
E_ContentAddressed_Dedupe,realistic_combat,42,0,mutate_save_0,3494.62,116372,1
E_ContentAddressed_Dedupe,realistic_combat,42,0,delta_load,7998.21,116372,1
A_FullJSON_SingleFile,realistic_combat,1234,0,save,14869.76,2072881,1
A_FullJSON_SingleFile,realistic_combat,1234,0,load,3790.50,2072881,1
A_FullJSON_SingleFile,realistic_combat,1234,0,verify,37.33,0,1
A_FullJSON_SingleFile,realistic_combat,1234,0,mutate_save_0,20594.12,2072881,1
A_FullJSON_SingleFile,realistic_combat,1234,0,delta_load,4356.48,2072881,1
B_ChunkedBinary_Raw,realistic_combat,1234,0,save,1386.07,1132360,1
B_ChunkedBinary_Raw,realistic_combat,1234,0,load,270.62,1132360,1
B_ChunkedBinary_Raw,realistic_combat,1234,0,verify,42.52,0,1
B_ChunkedBinary_Raw,realistic_combat,1234,0,mutate_save_0,5083.86,1132360,1
B_ChunkedBinary_Raw,realistic_combat,1234,0,delta_load,303.22,1132360,1
C_ChunkedBinary_Zstd,realistic_combat,1234,0,save,6297.19,1059557,1
C_ChunkedBinary_Zstd,realistic_combat,1234,0,load,1603.23,1059557,1
C_ChunkedBinary_Zstd,realistic_combat,1234,0,verify,51.39,0,1
C_ChunkedBinary_Zstd,realistic_combat,1234,0,mutate_save_0,12125.42,1059557,1
C_ChunkedBinary_Zstd,realistic_combat,1234,0,delta_load,1984.49,1059557,1
D_VersionedChunked_Delta_LZ4,realistic_combat,1234,0,save,5831.70,1037441,1
D_VersionedChunked_Delta_LZ4,realistic_combat,1234,0,load,2020.38,1037441,1
D_VersionedChunked_Delta_LZ4,realistic_combat,1234,0,verify,35.97,0,1
D_VersionedChunked_Delta_LZ4,realistic_combat,1234,0,mutate_save_0,7968.93,1037441,1
D_VersionedChunked_Delta_LZ4,realistic_combat,1234,0,delta_load,2019.46,1037441,1
E_ContentAddressed_Dedupe,realistic_combat,1234,0,save,25657.71,116372,1
E_ContentAddressed_Dedupe,realistic_combat,1234,0,load,8514.76,116372,1
E_ContentAddressed_Dedupe,realistic_combat,1234,0,verify,31.73,0,1
E_ContentAddressed_Dedupe,realistic_combat,1234,0,mutate_save_0,3138.37,116372,1
E_ContentAddressed_Dedupe,realistic_combat,1234,0,delta_load,7037.25,116372,1
A_FullJSON_SingleFile,realistic_combat,31337,0,save,16164.78,2075254,1
A_FullJSON_SingleFile,realistic_combat,31337,0,load,3878.93,2075254,1
A_FullJSON_SingleFile,realistic_combat,31337,0,verify,36.22,0,1
A_FullJSON_SingleFile,realistic_combat,31337,0,mutate_save_0,17571.94,2075254,1
A_FullJSON_SingleFile,realistic_combat,31337,0,delta_load,3935.15,2075254,1
B_ChunkedBinary_Raw,realistic_combat,31337,0,save,1615.88,1132360,1
B_ChunkedBinary_Raw,realistic_combat,31337,0,load,245.97,1132360,1
B_ChunkedBinary_Raw,realistic_combat,31337,0,verify,31.95,0,1
B_ChunkedBinary_Raw,realistic_combat,31337,0,mutate_save_0,5046.62,1132360,1
B_ChunkedBinary_Raw,realistic_combat,31337,0,delta_load,287.40,1132360,1
C_ChunkedBinary_Zstd,realistic_combat,31337,0,save,6247.55,1058881,1
C_ChunkedBinary_Zstd,realistic_combat,31337,0,load,1940.82,1058881,1
C_ChunkedBinary_Zstd,realistic_combat,31337,0,verify,37.25,0,1
C_ChunkedBinary_Zstd,realistic_combat,31337,0,mutate_save_0,9762.38,1058881,1
C_ChunkedBinary_Zstd,realistic_combat,31337,0,delta_load,2005.21,1058881,1
D_VersionedChunked_Delta_LZ4,realistic_combat,31337,0,save,5867.48,1036628,1
D_VersionedChunked_Delta_LZ4,realistic_combat,31337,0,load,1583.82,1036628,1
D_VersionedChunked_Delta_LZ4,realistic_combat,31337,0,verify,37.95,0,1
D_VersionedChunked_Delta_LZ4,realistic_combat,31337,0,mutate_save_0,8018.70,1036628,1
D_VersionedChunked_Delta_LZ4,realistic_combat,31337,0,delta_load,1940.25,1036628,1
E_ContentAddressed_Dedupe,realistic_combat,31337,0,save,24048.47,116372,1
E_ContentAddressed_Dedupe,realistic_combat,31337,0,load,8098.55,116372,1
E_ContentAddressed_Dedupe,realistic_combat,31337,0,verify,33.05,0,1
E_ContentAddressed_Dedupe,realistic_combat,31337,0,mutate_save_0,3149.77,116372,1
E_ContentAddressed_Dedupe,realistic_combat,31337,0,delta_load,6691.31,116372,1
