strategy,scene,seed,frames,warmup,mean_us,median_us,p95_us,p99_us,stddev_us,min_us,max_us,conservation_violations,fluid_before,fluid_after,atomic_ops_count
A_AtomicOr_Blind,water_tower,0,50,5,3.30624,3.232,4.128,4.48,0.4054,2.656,4.48,1,2048,64,1792
