shader,mode,toolchain,iter,compile_ms,spv_size_bytes,validation_pass,spirv_inst_count
hzb_cull_minimal.comp,debug,glslc,18,120.161,6804,1,351
hzb_cull_minimal.comp,debug,glslc,19,126.659,6804,1,351
hzb_cull_minimal.comp,debug,glslc,20,123.907,6804,1,351
hzb_cull_minimal.comp,debug,dxc,1,14.322,6196,1,298
hzb_cull_minimal.comp,debug,dxc,2,14.033,6196,1,298
hzb_cull_minimal.comp,debug,dxc,3,13.308,6196,1,298
hzb_cull_minimal.comp,debug,dxc,4,12.987,6196,1,298
hzb_cull_minimal.comp,debug,dxc,5,15.182,6196,1,298
hzb_cull_minimal.comp,debug,dxc,6,12.348,6196,1,298
hzb_cull_minimal.comp,debug,dxc,7,13.924,6196,1,298
hzb_cull_minimal.comp,debug,dxc,8,13.310,6196,1,298
hzb_cull_minimal.comp,debug,dxc,9,13.037,6196,1,298
hzb_cull_minimal.comp,debug,dxc,10,13.285,6196,1,298
hzb_cull_minimal.comp,debug,dxc,11,12.874,6196,1,298
hzb_cull_minimal.comp,debug,dxc,12,13.062,6196,1,298
hzb_cull_minimal.comp,debug,dxc,13,13.277,6196,1,298
hzb_cull_minimal.comp,debug,dxc,14,14.378,6196,1,298
hzb_cull_minimal.comp,debug,dxc,15,14.578,6196,1,298
hzb_cull_minimal.comp,debug,dxc,16,14.679,6196,1,298
hzb_cull_minimal.comp,debug,dxc,17,13.664,6196,1,298
hzb_cull_minimal.comp,debug,dxc,18,14.410,6196,1,298
hzb_cull_minimal.comp,debug,dxc,19,14.414,6196,1,298
hzb_cull_minimal.comp,debug,dxc,20,14.298,6196,1,298
hzb_cull_minimal.comp,optimize,glslc,1,116.495,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,2,119.761,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,3,117.017,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,4,118.050,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,5,112.219,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,6,119.787,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,7,120.565,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,8,123.417,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,9,127.088,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,10,119.403,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,11,117.163,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,12,116.454,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,13,118.037,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,14,118.516,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,15,127.005,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,16,121.983,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,17,125.870,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,18,121.686,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,19,115.379,4272,1,255
hzb_cull_minimal.comp,optimize,glslc,20,117.698,4272,1,255
hzb_cull_minimal.comp,optimize,dxc,1,12.253,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,2,12.463,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,3,11.269,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,4,12.247,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,5,12.526,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,6,13.766,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,7,12.057,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,8,12.244,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,9,12.390,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,10,11.923,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,11,12.706,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,12,12.066,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,13,11.513,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,14,11.665,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,15,11.776,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,16,11.811,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,17,13.259,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,18,12.085,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,19,12.445,3320,1,195
hzb_cull_minimal.comp,optimize,dxc,20,11.421,3320,1,195
fluid_ca_minimal.comp,default,glslc,1,118.409,5516,1,355
fluid_ca_minimal.comp,default,glslc,2,127.232,5516,1,355
fluid_ca_minimal.comp,default,glslc,3,127.840,5516,1,355
fluid_ca_minimal.comp,default,glslc,4,138.612,5516,1,355
fluid_ca_minimal.comp,default,glslc,5,142.948,5516,1,355
fluid_ca_minimal.comp,default,glslc,6,119.984,5516,1,355
fluid_ca_minimal.comp,default,glslc,7,116.458,5516,1,355
fluid_ca_minimal.comp,default,glslc,8,121.923,5516,1,355
fluid_ca_minimal.comp,default,glslc,9,123.574,5516,1,355
fluid_ca_minimal.comp,default,glslc,10,114.828,5516,1,355
fluid_ca_minimal.comp,default,glslc,11,120.408,5516,1,355
fluid_ca_minimal.comp,default,glslc,12,119.588,5516,1,355
fluid_ca_minimal.comp,default,glslc,13,114.025,5516,1,355
fluid_ca_minimal.comp,default,glslc,14,119.836,5516,1,355
fluid_ca_minimal.comp,default,glslc,15,120.521,5516,1,355
fluid_ca_minimal.comp,default,glslc,16,131.473,5516,1,355
fluid_ca_minimal.comp,default,glslc,17,120.504,5516,1,355
fluid_ca_minimal.comp,default,glslc,18,121.631,5516,1,355
fluid_ca_minimal.comp,default,glslc,19,118.393,5516,1,355
fluid_ca_minimal.comp,default,glslc,20,120.447,5516,1,355
fluid_ca_minimal.comp,default,dxc,1,12.957,3692,1,225
fluid_ca_minimal.comp,default,dxc,2,14.940,3692,1,225
fluid_ca_minimal.comp,default,dxc,3,12.952,3692,1,225
fluid_ca_minimal.comp,default,dxc,4,13.304,3692,1,225
fluid_ca_minimal.comp,default,dxc,5,13.129,3692,1,225
fluid_ca_minimal.comp,default,dxc,6,12.919,3692,1,225
fluid_ca_minimal.comp,default,dxc,7,13.180,3692,1,225
fluid_ca_minimal.comp,default,dxc,8,13.982,3692,1,225
fluid_ca_minimal.comp,default,dxc,9,13.113,3692,1,225
fluid_ca_minimal.comp,default,dxc,10,14.042,3692,1,225
fluid_ca_minimal.comp,default,dxc,11,13.599,3692,1,225
fluid_ca_minimal.comp,default,dxc,12,12.236,3692,1,225
fluid_ca_minimal.comp,default,dxc,13,13.603,3692,1,225
fluid_ca_minimal.comp,default,dxc,14,13.054,3692,1,225
fluid_ca_minimal.comp,default,dxc,15,13.476,3692,1,225
fluid_ca_minimal.comp,default,dxc,16,12.991,3692,1,225
fluid_ca_minimal.comp,default,dxc,17,13.355,3692,1,225
fluid_ca_minimal.comp,default,dxc,18,12.870,3692,1,225
fluid_ca_minimal.comp,default,dxc,19,13.760,3692,1,225
fluid_ca_minimal.comp,default,dxc,20,13.277,3692,1,225
fluid_ca_minimal.comp,debug,glslc,1,116.450,9100,1,486
fluid_ca_minimal.comp,debug,glslc,2,112.310,9100,1,486
fluid_ca_minimal.comp,debug,glslc,3,115.340,9100,1,486
fluid_ca_minimal.comp,debug,glslc,4,113.974,9100,1,486
fluid_ca_minimal.comp,debug,glslc,5,113.531,9100,1,486
fluid_ca_minimal.comp,debug,glslc,6,117.290,9100,1,486
fluid_ca_minimal.comp,debug,glslc,7,117.785,9100,1,486
fluid_ca_minimal.comp,debug,glslc,8,115.764,9100,1,486
fluid_ca_minimal.comp,debug,glslc,9,112.524,9100,1,486
fluid_ca_minimal.comp,debug,glslc,10,116.312,9100,1,486
fluid_ca_minimal.comp,debug,glslc,11,113.040,9100,1,486
fluid_ca_minimal.comp,debug,glslc,12,115.117,9100,1,486
fluid_ca_minimal.comp,debug,glslc,13,120.189,9100,1,486
fluid_ca_minimal.comp,debug,glslc,14,129.998,9100,1,486
fluid_ca_minimal.comp,debug,glslc,15,132.978,9100,1,486
fluid_ca_minimal.comp,debug,glslc,16,118.893,9100,1,486
fluid_ca_minimal.comp,debug,glslc,17,122.189,9100,1,486
fluid_ca_minimal.comp,debug,glslc,18,117.019,9100,1,486
fluid_ca_minimal.comp,debug,glslc,19,115.668,9100,1,486
fluid_ca_minimal.comp,debug,glslc,20,112.590,9100,1,486
fluid_ca_minimal.comp,debug,dxc,1,16.289,7568,1,381
fluid_ca_minimal.comp,debug,dxc,2,16.418,7568,1,381
fluid_ca_minimal.comp,debug,dxc,3,15.997,7568,1,381
fluid_ca_minimal.comp,debug,dxc,4,17.169,7568,1,381
fluid_ca_minimal.comp,debug,dxc,5,16.013,7568,1,381
fluid_ca_minimal.comp,debug,dxc,6,15.836,7568,1,381
fluid_ca_minimal.comp,debug,dxc,7,15.016,7568,1,381
fluid_ca_minimal.comp,debug,dxc,8,15.175,7568,1,381
fluid_ca_minimal.comp,debug,dxc,9,15.160,7568,1,381
fluid_ca_minimal.comp,debug,dxc,10,15.373,7568,1,381
fluid_ca_minimal.comp,debug,dxc,11,14.540,7568,1,381
fluid_ca_minimal.comp,debug,dxc,12,13.366,7568,1,381
fluid_ca_minimal.comp,debug,dxc,13,14.924,7568,1,381
fluid_ca_minimal.comp,debug,dxc,14,15.661,7568,1,381
fluid_ca_minimal.comp,debug,dxc,15,15.486,7568,1,381
fluid_ca_minimal.comp,debug,dxc,16,25.159,7568,1,381
fluid_ca_minimal.comp,debug,dxc,17,28.236,7568,1,381
fluid_ca_minimal.comp,debug,dxc,18,76.610,7568,1,381
fluid_ca_minimal.comp,debug,dxc,19,32.974,7568,1,381
fluid_ca_minimal.comp,debug,dxc,20,47.831,7568,1,381
fluid_ca_minimal.comp,optimize,glslc,1,469.470,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,2,388.046,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,3,265.023,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,4,261.369,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,5,158.266,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,6,164.055,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,7,152.947,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,8,158.274,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,9,154.225,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,10,165.874,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,11,188.899,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,12,159.000,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,13,140.771,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,14,147.398,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,15,141.170,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,16,132.362,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,17,135.767,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,18,137.053,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,19,149.978,5516,1,355
fluid_ca_minimal.comp,optimize,glslc,20,144.693,5516,1,355
fluid_ca_minimal.comp,optimize,dxc,1,12.524,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,2,19.320,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,3,19.851,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,4,14.231,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,5,15.765,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,6,14.661,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,7,15.664,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,8,15.944,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,9,12.507,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,10,21.927,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,11,12.844,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,12,12.192,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,13,13.636,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,14,14.314,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,15,16.326,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,16,13.098,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,17,16.322,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,18,12.376,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,19,19.289,3692,1,225
fluid_ca_minimal.comp,optimize,dxc,20,14.535,3692,1,225
