strategy,scene,seed,iter,time_ns,count,components,plausibility
B_SeamBoundary,uniform_stone,3,24,3900,7,6,0.0000
B_SeamBoundary,uniform_stone,3,25,3810,5,5,0.0000
B_SeamBoundary,uniform_stone,3,26,11190,8,8,0.0000
B_SeamBoundary,uniform_stone,3,27,4000,7,7,0.0000
B_SeamBoundary,uniform_stone,3,28,3830,6,6,0.0000
B_SeamBoundary,uniform_stone,3,29,3840,6,6,0.0000
B_SeamBoundary,uniform_stone,3,30,3810,5,5,0.0000
B_SeamBoundary,uniform_stone,3,31,3840,6,6,0.0000
B_SeamBoundary,uniform_stone,3,32,3840,5,5,0.0000
B_SeamBoundary,uniform_stone,3,33,3800,5,5,0.0000
B_SeamBoundary,uniform_stone,3,34,3810,5,5,0.0000
B_SeamBoundary,uniform_stone,3,35,3920,9,9,0.0000
B_SeamBoundary,uniform_stone,3,36,3850,7,7,0.0000
B_SeamBoundary,uniform_stone,3,37,3850,6,5,0.0000
B_SeamBoundary,uniform_stone,3,38,3850,6,6,0.0000
B_SeamBoundary,uniform_stone,3,39,3870,7,7,0.0000
B_SeamBoundary,uniform_stone,3,40,3900,9,9,0.0000
B_SeamBoundary,uniform_stone,3,41,3830,6,6,0.0000
B_SeamBoundary,uniform_stone,3,42,3780,4,4,0.0000
B_SeamBoundary,uniform_stone,3,43,3860,7,7,0.0000
B_SeamBoundary,uniform_stone,3,44,3790,4,4,0.0000
B_SeamBoundary,uniform_stone,3,45,3840,6,6,0.0000
B_SeamBoundary,uniform_stone,3,46,3970,11,11,0.0000
B_SeamBoundary,uniform_stone,3,47,3840,6,6,0.0000
B_SeamBoundary,uniform_stone,3,48,3720,1,1,0.0000
B_SeamBoundary,uniform_stone,3,49,3850,7,7,0.0000
B_SeamBoundary,uniform_stone,4,0,3840,5,5,0.0000
B_SeamBoundary,uniform_stone,4,1,3820,5,5,0.0000
B_SeamBoundary,uniform_stone,4,2,3890,7,7,0.0000
B_SeamBoundary,uniform_stone,4,3,3810,5,5,0.0000
B_SeamBoundary,uniform_stone,4,4,3950,11,11,0.0000
B_SeamBoundary,uniform_stone,4,5,3910,9,9,0.0000
B_SeamBoundary,uniform_stone,4,6,3940,7,7,0.0000
B_SeamBoundary,uniform_stone,4,7,3850,7,6,0.0000
B_SeamBoundary,uniform_stone,4,8,3880,7,6,0.0000
B_SeamBoundary,uniform_stone,4,9,3810,4,4,0.0000
B_SeamBoundary,uniform_stone,4,10,3800,5,5,0.0000
B_SeamBoundary,uniform_stone,4,11,3800,4,4,0.0000
B_SeamBoundary,uniform_stone,4,12,3920,10,10,0.0000
B_SeamBoundary,uniform_stone,4,13,3820,7,7,0.0000
B_SeamBoundary,uniform_stone,4,14,3820,7,7,0.0000
B_SeamBoundary,uniform_stone,4,15,3880,9,9,0.0000
B_SeamBoundary,uniform_stone,4,16,3859,8,8,0.0000
B_SeamBoundary,uniform_stone,4,17,3850,8,7,0.0000
B_SeamBoundary,uniform_stone,4,18,3800,5,4,0.0000
B_SeamBoundary,uniform_stone,4,19,3840,5,5,0.0000
B_SeamBoundary,uniform_stone,4,20,3800,5,5,0.0000
B_SeamBoundary,uniform_stone,4,21,3830,7,7,0.0000
B_SeamBoundary,uniform_stone,4,22,3830,7,7,0.0000
B_SeamBoundary,uniform_stone,4,23,3950,10,9,0.0000
B_SeamBoundary,uniform_stone,4,24,3840,7,6,0.0000
B_SeamBoundary,uniform_stone,4,25,3740,3,3,0.0000
B_SeamBoundary,uniform_stone,4,26,3780,4,4,0.0000
B_SeamBoundary,uniform_stone,4,27,3830,7,6,0.0000
B_SeamBoundary,uniform_stone,4,28,3790,5,5,0.0000
B_SeamBoundary,uniform_stone,4,29,3870,6,6,0.0000
B_SeamBoundary,uniform_stone,4,30,3810,6,6,0.0000
B_SeamBoundary,uniform_stone,4,31,3790,5,5,0.0000
B_SeamBoundary,uniform_stone,4,32,3790,5,5,0.0000
B_SeamBoundary,uniform_stone,4,33,3900,10,10,0.0000
B_SeamBoundary,uniform_stone,4,34,3830,7,7,0.0000
B_SeamBoundary,uniform_stone,4,35,3830,6,5,0.0000
B_SeamBoundary,uniform_stone,4,36,3780,4,4,0.0000
B_SeamBoundary,uniform_stone,4,37,3780,4,3,0.0000
B_SeamBoundary,uniform_stone,4,38,3860,8,8,0.0000
B_SeamBoundary,uniform_stone,4,39,3770,3,3,0.0000
B_SeamBoundary,uniform_stone,4,40,3720,2,2,0.0000
B_SeamBoundary,uniform_stone,4,41,3770,4,4,0.0000
B_SeamBoundary,uniform_stone,4,42,3880,9,8,0.0000
B_SeamBoundary,uniform_stone,4,43,3800,5,5,0.0000
B_SeamBoundary,uniform_stone,4,44,3810,6,6,0.0000
B_SeamBoundary,uniform_stone,4,45,3880,9,9,0.0000
B_SeamBoundary,uniform_stone,4,46,3770,4,4,0.0000
B_SeamBoundary,uniform_stone,4,47,3740,3,3,0.0000
B_SeamBoundary,uniform_stone,4,48,3890,10,10,0.0000
B_SeamBoundary,uniform_stone,4,49,3840,7,7,0.0000
B_SeamBoundary,uniform_stone,5,0,3800,7,7,0.0000
B_SeamBoundary,uniform_stone,5,1,3860,8,8,0.0000
B_SeamBoundary,uniform_stone,5,2,3770,4,4,0.0000
B_SeamBoundary,uniform_stone,5,3,3830,7,7,0.0000
B_SeamBoundary,uniform_stone,5,4,3770,4,4,0.0000
B_SeamBoundary,uniform_stone,5,5,3840,8,8,0.0000
B_SeamBoundary,uniform_stone,5,6,3850,8,8,0.0000
B_SeamBoundary,uniform_stone,5,7,3850,7,7,0.0000
B_SeamBoundary,uniform_stone,5,8,3780,5,5,0.0000
B_SeamBoundary,uniform_stone,5,9,3880,9,9,0.0000
B_SeamBoundary,uniform_stone,5,10,3720,2,2,0.0000
B_SeamBoundary,uniform_stone,5,11,3800,6,6,0.0000
B_SeamBoundary,uniform_stone,5,12,3750,3,3,0.0000
B_SeamBoundary,uniform_stone,5,13,3790,5,4,0.0000
B_SeamBoundary,uniform_stone,5,14,3780,5,5,0.0000
B_SeamBoundary,uniform_stone,5,15,3870,9,9,0.0000
B_SeamBoundary,uniform_stone,5,16,3870,9,9,0.0000
B_SeamBoundary,uniform_stone,5,17,3740,2,1,0.0000
B_SeamBoundary,uniform_stone,5,18,3850,7,7,0.0000
B_SeamBoundary,uniform_stone,5,19,3780,5,5,0.0000
B_SeamBoundary,uniform_stone,5,20,3850,8,8,0.0000
B_SeamBoundary,uniform_stone,5,21,3780,5,5,0.0000
B_SeamBoundary,uniform_stone,5,22,3780,4,4,0.0000
B_SeamBoundary,uniform_stone,5,23,3900,8,7,0.0000
B_SeamBoundary,uniform_stone,5,24,3790,5,5,0.0000
B_SeamBoundary,uniform_stone,5,25,3840,6,6,0.0000
B_SeamBoundary,uniform_stone,5,26,3909,9,8,0.0000
B_SeamBoundary,uniform_stone,5,27,3920,10,9,0.0000
B_SeamBoundary,uniform_stone,5,28,3880,7,5,0.0000
B_SeamBoundary,uniform_stone,5,29,3860,8,8,0.0000
B_SeamBoundary,uniform_stone,5,30,3800,5,5,0.0000
B_SeamBoundary,uniform_stone,5,31,3780,5,5,0.0000
B_SeamBoundary,uniform_stone,5,32,3880,8,7,0.0000
B_SeamBoundary,uniform_stone,5,33,3870,8,8,0.0000
B_SeamBoundary,uniform_stone,5,34,3730,2,2,0.0000
B_SeamBoundary,uniform_stone,5,35,6590,4,4,0.0000
B_SeamBoundary,uniform_stone,5,36,7010,3,3,0.0000
B_SeamBoundary,uniform_stone,5,37,6940,3,3,0.0000
B_SeamBoundary,uniform_stone,5,38,6770,6,6,0.0000
B_SeamBoundary,uniform_stone,5,39,6350,2,2,0.0000
B_SeamBoundary,uniform_stone,5,40,6430,4,4,0.0000
B_SeamBoundary,uniform_stone,5,41,6510,6,6,0.0000
B_SeamBoundary,uniform_stone,5,42,6590,8,8,0.0000
B_SeamBoundary,uniform_stone,5,43,5790,7,7,0.0000
B_SeamBoundary,uniform_stone,5,44,5890,4,4,0.0000
B_SeamBoundary,uniform_stone,5,45,6100,6,5,0.0000
B_SeamBoundary,uniform_stone,5,46,5890,1,1,0.0000
B_SeamBoundary,uniform_stone,5,47,6550,5,5,0.0000
B_SeamBoundary,uniform_stone,5,48,6870,3,3,0.0000
B_SeamBoundary,uniform_stone,5,49,6910,7,6,0.0000
B_SeamBoundary,stratified_3layer,1,0,8760,70,26,0.2743
B_SeamBoundary,stratified_3layer,1,1,9960,99,29,0.2606
B_SeamBoundary,stratified_3layer,1,2,9029,75,19,0.2920
B_SeamBoundary,stratified_3layer,1,3,8780,68,20,0.2779
B_SeamBoundary,stratified_3layer,1,4,9050,79,25,0.2810
B_SeamBoundary,stratified_3layer,1,5,9810,90,15,0.4033
B_SeamBoundary,stratified_3layer,1,6,9490,90,23,0.2767
B_SeamBoundary,stratified_3layer,1,7,8690,67,22,0.2776
B_SeamBoundary,stratified_3layer,1,8,8960,80,21,0.2850
B_SeamBoundary,stratified_3layer,1,9,8920,75,30,0.2720
B_SeamBoundary,stratified_3layer,1,10,8890,68,23,0.2779
B_SeamBoundary,stratified_3layer,1,11,8630,69,27,0.2696
B_SeamBoundary,stratified_3layer,1,12,9080,73,21,0.2795
B_SeamBoundary,stratified_3layer,1,13,8730,77,31,0.2766
B_SeamBoundary,stratified_3layer,1,14,8890,77,19,0.2844
B_SeamBoundary,stratified_3layer,1,15,8890,77,28,0.2610
B_SeamBoundary,stratified_3layer,1,16,8910,75,22,0.2680
B_SeamBoundary,stratified_3layer,1,17,9280,81,23,0.2815
B_SeamBoundary,stratified_3layer,1,18,8620,70,27,0.2786
B_SeamBoundary,stratified_3layer,1,19,8660,68,22,0.2779
B_SeamBoundary,stratified_3layer,1,20,9010,80,20,0.2850
B_SeamBoundary,stratified_3layer,1,21,8970,80,21,0.2925
B_SeamBoundary,stratified_3layer,1,22,8830,73,17,0.2795
B_SeamBoundary,stratified_3layer,1,23,8940,80,24,0.2850
B_SeamBoundary,stratified_3layer,1,24,8890,81,27,0.2889
B_SeamBoundary,stratified_3layer,1,25,8980,77,26,0.2805
B_SeamBoundary,stratified_3layer,1,26,8860,74,26,0.2676
B_SeamBoundary,stratified_3layer,1,27,9050,75,23,0.2800
B_SeamBoundary,stratified_3layer,1,28,8930,81,30,0.2704
B_SeamBoundary,stratified_3layer,1,29,9570,89,13,0.4719
B_SeamBoundary,stratified_3layer,1,30,8840,74,22,0.2838
B_SeamBoundary,stratified_3layer,1,31,8719,70,28,0.2786
B_SeamBoundary,stratified_3layer,1,32,8840,73,17,0.2918
B_SeamBoundary,stratified_3layer,1,33,15130,80,21,0.2887
B_SeamBoundary,stratified_3layer,1,34,8750,68,17,0.2912
B_SeamBoundary,stratified_3layer,1,35,9160,81,26,0.2704
B_SeamBoundary,stratified_3layer,1,36,8810,76,20,0.2842
B_SeamBoundary,stratified_3layer,1,37,8800,77,31,0.2688
B_SeamBoundary,stratified_3layer,1,38,8630,72,27,0.2750
B_SeamBoundary,stratified_3layer,1,39,9130,82,18,0.2854
B_SeamBoundary,stratified_3layer,1,40,8980,83,26,0.2819
B_SeamBoundary,stratified_3layer,1,41,8580,69,26,0.2652
B_SeamBoundary,stratified_3layer,1,42,8540,68,23,0.2779
B_SeamBoundary,stratified_3layer,1,43,8650,80,29,0.2812
B_SeamBoundary,stratified_3layer,1,44,8620,76,33,0.2684
B_SeamBoundary,stratified_3layer,1,45,9060,85,27,0.2718
B_SeamBoundary,stratified_3layer,1,46,8720,76,23,0.2803
B_SeamBoundary,stratified_3layer,1,47,8530,66,29,0.2591
B_SeamBoundary,stratified_3layer,1,48,8960,81,22,0.2852
B_SeamBoundary,stratified_3layer,1,49,8250,65,27,0.2769
B_SeamBoundary,stratified_3layer,2,0,8230,61,29,0.2754
B_SeamBoundary,stratified_3layer,2,1,8609,72,26,0.2708
B_SeamBoundary,stratified_3layer,2,2,8830,78,25,0.2692
B_SeamBoundary,stratified_3layer,2,3,8660,73,21,0.2753
B_SeamBoundary,stratified_3layer,2,4,8690,77,21,0.2883
B_SeamBoundary,stratified_3layer,2,5,8520,67,28,0.2731
B_SeamBoundary,stratified_3layer,2,6,8720,76,22,0.2842
B_SeamBoundary,stratified_3layer,2,7,8670,71,33,0.2746
B_SeamBoundary,stratified_3layer,2,8,8730,73,23,0.2877
B_SeamBoundary,stratified_3layer,2,9,8600,75,24,0.2920
B_SeamBoundary,stratified_3layer,2,10,8400,68,22,0.2824
B_SeamBoundary,stratified_3layer,2,11,8940,79,21,0.2658
B_SeamBoundary,stratified_3layer,2,12,8450,70,25,0.2743
B_SeamBoundary,stratified_3layer,2,13,8520,67,18,0.2776
B_SeamBoundary,stratified_3layer,2,14,8370,69,29,0.2870
B_SeamBoundary,stratified_3layer,2,15,8710,73,19,0.2795
B_SeamBoundary,stratified_3layer,2,16,8230,62,25,0.2806
B_SeamBoundary,stratified_3layer,2,17,8900,82,18,0.2927
B_SeamBoundary,stratified_3layer,2,18,8870,77,21,0.2844
B_SeamBoundary,stratified_3layer,2,19,8500,71,22,0.2873
B_SeamBoundary,stratified_3layer,2,20,9050,87,18,0.2862
B_SeamBoundary,stratified_3layer,2,21,8540,69,25,0.2783
B_SeamBoundary,stratified_3layer,2,22,8440,68,28,0.2691
B_SeamBoundary,stratified_3layer,2,23,9000,81,29,0.2741
B_SeamBoundary,stratified_3layer,2,24,8730,75,20,0.2720
B_SeamBoundary,stratified_3layer,2,25,8310,65,20,0.2862
B_SeamBoundary,stratified_3layer,2,26,8810,79,20,0.2810
B_SeamBoundary,stratified_3layer,2,27,8890,77,26,0.2610
B_SeamBoundary,stratified_3layer,2,28,8830,78,24,0.2846
B_SeamBoundary,stratified_3layer,2,29,8509,72,29,0.2792
B_SeamBoundary,stratified_3layer,2,30,8480,66,23,0.2773
B_SeamBoundary,stratified_3layer,2,31,8920,84,22,0.2929
B_SeamBoundary,stratified_3layer,2,32,8860,79,22,0.2924
B_SeamBoundary,stratified_3layer,2,33,8170,62,21,0.2855
B_SeamBoundary,stratified_3layer,2,34,8460,68,27,0.2647
B_SeamBoundary,stratified_3layer,2,35,7910,58,27,0.2793
B_SeamBoundary,stratified_3layer,2,36,8650,73,23,0.2836
B_SeamBoundary,stratified_3layer,2,37,8480,68,23,0.2779
B_SeamBoundary,stratified_3layer,2,38,9110,85,23,0.2824
B_SeamBoundary,stratified_3layer,2,39,9110,80,24,0.2738
B_SeamBoundary,stratified_3layer,2,40,8590,71,31,0.2620
B_SeamBoundary,stratified_3layer,2,41,8400,68,18,0.2956
B_SeamBoundary,stratified_3layer,2,42,8380,69,28,0.2870
B_SeamBoundary,stratified_3layer,2,43,8600,73,19,0.2959
B_SeamBoundary,stratified_3layer,2,44,8350,66,21,0.2864
B_SeamBoundary,stratified_3layer,2,45,8700,70,23,0.2786
B_SeamBoundary,stratified_3layer,2,46,8810,78,21,0.2846
B_SeamBoundary,stratified_3layer,2,47,8950,80,22,0.2625
B_SeamBoundary,stratified_3layer,2,48,8570,67,29,0.2776
B_SeamBoundary,stratified_3layer,2,49,8680,78,27,0.2692
B_SeamBoundary,stratified_3layer,3,0,8800,81,26,0.2889
B_SeamBoundary,stratified_3layer,3,1,9189,86,26,0.2721
B_SeamBoundary,stratified_3layer,3,2,8740,71,17,0.2873
B_SeamBoundary,stratified_3layer,3,3,8560,68,28,0.2647
B_SeamBoundary,stratified_3layer,3,4,8450,66,25,0.2773
B_SeamBoundary,stratified_3layer,3,5,8680,72,17,0.2917
B_SeamBoundary,stratified_3layer,3,6,8600,73,22,0.2959
B_SeamBoundary,stratified_3layer,3,7,8690,72,25,0.2708
B_SeamBoundary,stratified_3layer,3,8,8940,82,27,0.2671
B_SeamBoundary,stratified_3layer,3,9,8440,68,24,0.2912
B_SeamBoundary,stratified_3layer,3,10,9040,84,27,0.2714
B_SeamBoundary,stratified_3layer,3,11,7910,54,24,0.2778
B_SeamBoundary,stratified_3layer,3,12,8500,71,21,0.2831
B_SeamBoundary,stratified_3layer,3,13,8960,83,26,0.2747
B_SeamBoundary,stratified_3layer,3,14,8480,68,24,0.2735
B_SeamBoundary,stratified_3layer,3,15,9140,83,13,0.4446
B_SeamBoundary,stratified_3layer,3,16,8560,65,22,0.2862
B_SeamBoundary,stratified_3layer,3,17,8670,73,25,0.2753
B_SeamBoundary,stratified_3layer,3,18,9320,92,28,0.2707
B_SeamBoundary,stratified_3layer,3,19,8990,79,20,0.2848
B_SeamBoundary,stratified_3layer,3,20,9550,96,28,0.2688
B_SeamBoundary,stratified_3layer,3,21,8840,79,29,0.2886
B_SeamBoundary,stratified_3layer,3,22,8960,82,26,0.2780
B_SeamBoundary,stratified_3layer,3,23,8720,73,20,0.2836
B_SeamBoundary,stratified_3layer,3,24,8740,77,29,0.2727
B_SeamBoundary,stratified_3layer,3,25,9210,89,31,0.2596
B_SeamBoundary,stratified_3layer,3,26,8880,79,27,0.2734
B_SeamBoundary,stratified_3layer,3,27,16080,78,15,0.3154
B_SeamBoundary,stratified_3layer,3,28,8340,67,18,0.2866
B_SeamBoundary,stratified_3layer,3,29,8529,70,25,0.2700
B_SeamBoundary,stratified_3layer,3,30,8890,79,19,0.2886
B_SeamBoundary,stratified_3layer,3,31,9070,85,21,0.2788
B_SeamBoundary,stratified_3layer,3,32,8530,70,27,0.2743
B_SeamBoundary,stratified_3layer,3,33,8920,79,16,0.2886
B_SeamBoundary,stratified_3layer,3,34,8570,70,28,0.2871
B_SeamBoundary,stratified_3layer,3,35,8420,70,30,0.2700
B_SeamBoundary,stratified_3layer,3,36,8920,79,18,0.2772
B_SeamBoundary,stratified_3layer,3,37,8790,75,18,0.2880
B_SeamBoundary,stratified_3layer,3,38,8590,68,27,0.2868
B_SeamBoundary,stratified_3layer,3,39,8200,60,29,0.2650
B_SeamBoundary,stratified_3layer,3,40,8710,73,21,0.2712
B_SeamBoundary,stratified_3layer,3,41,9310,90,16,0.3644
B_SeamBoundary,stratified_3layer,3,42,8920,77,25,0.2766
B_SeamBoundary,stratified_3layer,3,43,8930,74,20,0.2919
B_SeamBoundary,stratified_3layer,3,44,8590,75,28,0.2720
B_SeamBoundary,stratified_3layer,3,45,8490,69,21,0.2826
B_SeamBoundary,stratified_3layer,3,46,8980,85,28,0.2647
B_SeamBoundary,stratified_3layer,3,47,8090,67,31,0.2910
B_SeamBoundary,stratified_3layer,3,48,8510,68,15,0.2912
B_SeamBoundary,stratified_3layer,3,49,8830,82,23,0.2780
B_SeamBoundary,stratified_3layer,4,0,8629,75,19,0.2840
B_SeamBoundary,stratified_3layer,4,1,8560,76,28,0.2842
B_SeamBoundary,stratified_3layer,4,2,8070,57,30,0.2789
B_SeamBoundary,stratified_3layer,4,3,8500,68,24,0.2824
B_SeamBoundary,stratified_3layer,4,4,8580,77,32,0.2610
B_SeamBoundary,stratified_3layer,4,5,8840,75,20,0.2680
B_SeamBoundary,stratified_3layer,4,6,9450,92,22,0.2804
B_SeamBoundary,stratified_3layer,4,7,8890,82,24,0.2817
B_SeamBoundary,stratified_3layer,4,8,8950,82,21,0.2744
B_SeamBoundary,stratified_3layer,4,9,8090,60,25,0.2700
B_SeamBoundary,stratified_3layer,4,10,8370,68,24,0.2868
B_SeamBoundary,stratified_3layer,4,11,9160,87,25,0.2828
B_SeamBoundary,stratified_3layer,4,12,8390,66,25,0.2636
B_SeamBoundary,stratified_3layer,4,13,8300,69,17,0.2826
B_SeamBoundary,stratified_3layer,4,14,8450,70,19,0.2871
B_SeamBoundary,stratified_3layer,4,15,8460,71,27,0.2789
B_SeamBoundary,stratified_3layer,4,16,8380,68,23,0.2868
B_SeamBoundary,stratified_3layer,4,17,7810,58,34,0.2690
B_SeamBoundary,stratified_3layer,4,18,8440,69,18,0.2826
B_SeamBoundary,stratified_3layer,4,19,8790,76,21,0.2842
B_SeamBoundary,stratified_3layer,4,20,8730,74,21,0.2757
B_SeamBoundary,stratified_3layer,4,21,8660,77,24,0.2727
B_SeamBoundary,stratified_3layer,4,22,8640,75,26,0.2840
B_SeamBoundary,stratified_3layer,4,23,8790,79,19,0.2772
B_SeamBoundary,stratified_3layer,4,24,8610,77,28,0.2844
B_SeamBoundary,stratified_3layer,4,25,8640,71,22,0.2873
B_SeamBoundary,stratified_3layer,4,26,8500,75,28,0.2880
B_SeamBoundary,stratified_3layer,4,27,8420,72,29,0.2875
B_SeamBoundary,stratified_3layer,4,28,8350,67,23,0.2821
B_SeamBoundary,stratified_3layer,4,29,8710,79,27,0.2772
B_SeamBoundary,stratified_3layer,4,30,9169,85,19,0.2788
B_SeamBoundary,stratified_3layer,4,31,8420,72,25,0.2792
B_SeamBoundary,stratified_3layer,4,32,8690,71,27,0.2704
B_SeamBoundary,stratified_3layer,4,33,8430,72,37,0.2583
B_SeamBoundary,stratified_3layer,4,34,9060,82,21,0.2890
B_SeamBoundary,stratified_3layer,4,35,8590,72,25,0.2833
B_SeamBoundary,stratified_3layer,4,36,8330,59,19,0.2746
B_SeamBoundary,stratified_3layer,4,37,11010,70,24,0.2829
B_SeamBoundary,stratified_3layer,4,38,11160,76,29,0.2645
B_SeamBoundary,stratified_3layer,4,39,8200,63,24,0.2810
B_SeamBoundary,stratified_3layer,4,40,8470,68,23,0.2868
B_SeamBoundary,stratified_3layer,4,41,8320,63,26,0.2857
B_SeamBoundary,stratified_3layer,4,42,8920,83,32,0.2602
B_SeamBoundary,stratified_3layer,4,43,8720,76,21,0.2961
B_SeamBoundary,stratified_3layer,4,44,9040,83,18,0.2892
B_SeamBoundary,stratified_3layer,4,45,8360,67,30,0.2821
B_SeamBoundary,stratified_3layer,4,46,8660,78,26,0.2885
B_SeamBoundary,stratified_3layer,4,47,8300,65,22,0.2908
B_SeamBoundary,stratified_3layer,4,48,8840,77,25,0.2844
B_SeamBoundary,stratified_3layer,4,49,8240,63,20,0.2810
B_SeamBoundary,stratified_3layer,5,0,8500,67,19,0.2866
B_SeamBoundary,stratified_3layer,5,1,9039,83,18,0.2819
B_SeamBoundary,stratified_3layer,5,2,8530,69,26,0.2783
B_SeamBoundary,stratified_3layer,5,3,8510,78,38,0.2692
B_SeamBoundary,stratified_3layer,5,4,8900,76,23,0.2842
B_SeamBoundary,stratified_3layer,5,5,8770,77,25,0.2688
B_SeamBoundary,stratified_3layer,5,6,8130,65,29,0.2769
B_SeamBoundary,stratified_3layer,5,7,8500,71,27,0.2662
B_SeamBoundary,stratified_3layer,5,8,8850,81,22,0.2889
B_SeamBoundary,stratified_3layer,5,9,8560,77,25,0.2883
B_SeamBoundary,stratified_3layer,5,10,8970,82,19,0.2927
B_SeamBoundary,stratified_3layer,5,11,8490,70,24,0.2743
B_SeamBoundary,stratified_3layer,5,12,8320,70,28,0.2871
B_SeamBoundary,stratified_3layer,5,13,8520,70,18,0.2914
B_SeamBoundary,stratified_3layer,5,14,9120,83,22,0.2892
B_SeamBoundary,stratified_3layer,5,15,8530,70,23,0.2743
B_SeamBoundary,stratified_3layer,5,16,8720,77,33,0.2727
B_SeamBoundary,stratified_3layer,5,17,8700,80,25,0.2925
B_SeamBoundary,stratified_3layer,5,18,8980,82,24,0.2780
B_SeamBoundary,stratified_3layer,5,19,8830,79,28,0.2734
B_SeamBoundary,stratified_3layer,5,20,8560,70,24,0.2700
B_SeamBoundary,stratified_3layer,5,21,12160,71,32,0.2831
B_SeamBoundary,stratified_3layer,5,22,11100,74,21,0.2878
B_SeamBoundary,stratified_3layer,5,23,8840,74,20,0.2797
B_SeamBoundary,stratified_3layer,5,24,8710,75,23,0.2920
B_SeamBoundary,stratified_3layer,5,25,8510,72,25,0.2875
B_SeamBoundary,stratified_3layer,5,26,8870,82,25,0.2671
B_SeamBoundary,stratified_3layer,5,27,8310,67,39,0.2328
B_SeamBoundary,stratified_3layer,5,28,8880,79,29,0.2696
B_SeamBoundary,stratified_3layer,5,29,8689,77,27,0.2844
B_SeamBoundary,stratified_3layer,5,30,8660,73,18,0.2795
B_SeamBoundary,stratified_3layer,5,31,8550,68,16,0.2868
B_SeamBoundary,stratified_3layer,5,32,8670,78,25,0.2769
B_SeamBoundary,stratified_3layer,5,33,8700,76,29,0.2645
B_SeamBoundary,stratified_3layer,5,34,9010,76,12,0.4474
B_SeamBoundary,stratified_3layer,5,35,8560,72,31,0.2750
B_SeamBoundary,stratified_3layer,5,36,8980,83,15,0.3494
B_SeamBoundary,stratified_3layer,5,37,8220,66,22,0.2909
B_SeamBoundary,stratified_3layer,5,38,8850,84,27,0.2750
B_SeamBoundary,stratified_3layer,5,39,8390,68,27,0.2912
B_SeamBoundary,stratified_3layer,5,40,8160,63,20,0.2952
B_SeamBoundary,stratified_3layer,5,41,8800,77,24,0.2766
B_SeamBoundary,stratified_3layer,5,42,8660,74,26,0.2878
B_SeamBoundary,stratified_3layer,5,43,8880,79,24,0.2734
B_SeamBoundary,stratified_3layer,5,44,8930,79,20,0.2848
B_SeamBoundary,stratified_3layer,5,45,8600,72,24,0.2833
B_SeamBoundary,stratified_3layer,5,46,8390,63,19,0.2905
B_SeamBoundary,stratified_3layer,5,47,8290,65,19,0.2908
B_SeamBoundary,stratified_3layer,5,48,8490,74,22,0.2919
B_SeamBoundary,stratified_3layer,5,49,8780,79,25,0.2620
B_SeamBoundary,granite_pegmatite,1,0,12040,156,30,0.3269
B_SeamBoundary,granite_pegmatite,1,1,12380,165,28,0.3952
B_SeamBoundary,granite_pegmatite,1,2,11610,135,29,0.3000
B_SeamBoundary,granite_pegmatite,1,3,11120,137,35,0.2978
B_SeamBoundary,granite_pegmatite,1,4,11370,141,32,0.2936
B_SeamBoundary,granite_pegmatite,1,5,11680,149,26,0.3872
B_SeamBoundary,granite_pegmatite,1,6,12110,160,34,0.3000
B_SeamBoundary,granite_pegmatite,1,7,11350,140,25,0.3729
B_SeamBoundary,granite_pegmatite,1,8,11290,137,35,0.2956
B_SeamBoundary,granite_pegmatite,1,9,11170,138,43,0.2978
B_SeamBoundary,granite_pegmatite,1,10,10420,114,30,0.2974
B_SeamBoundary,granite_pegmatite,1,11,11710,149,38,0.2940
B_SeamBoundary,granite_pegmatite,1,12,11500,138,19,0.5181
B_SeamBoundary,granite_pegmatite,1,13,11470,138,39,0.2935
B_SeamBoundary,granite_pegmatite,1,14,11180,136,30,0.2934
B_SeamBoundary,granite_pegmatite,1,15,11120,134,35,0.2933
B_SeamBoundary,granite_pegmatite,1,16,11480,146,32,0.2959
B_SeamBoundary,granite_pegmatite,1,17,11520,147,36,0.2980
B_SeamBoundary,granite_pegmatite,1,18,10580,124,51,0.2927
B_SeamBoundary,granite_pegmatite,1,19,11069,135,39,0.2978
B_SeamBoundary,granite_pegmatite,1,20,11030,132,36,0.3000
B_SeamBoundary,granite_pegmatite,1,21,11470,148,40,0.2939
B_SeamBoundary,granite_pegmatite,1,22,11280,132,35,0.3000
B_SeamBoundary,granite_pegmatite,1,23,12160,157,21,0.5299
B_SeamBoundary,granite_pegmatite,1,24,11430,140,36,0.2979
B_SeamBoundary,granite_pegmatite,1,25,11590,145,43,0.2938
B_SeamBoundary,granite_pegmatite,1,26,10680,132,40,0.2932
B_SeamBoundary,granite_pegmatite,1,27,10960,130,39,0.2931
B_SeamBoundary,granite_pegmatite,1,28,11400,141,33,0.2979
B_SeamBoundary,granite_pegmatite,1,29,11780,149,30,0.2960
B_SeamBoundary,granite_pegmatite,1,30,11960,140,45,0.2979
B_SeamBoundary,granite_pegmatite,1,31,13140,152,23,0.4684
B_SeamBoundary,granite_pegmatite,1,32,11140,131,33,0.2908
B_SeamBoundary,granite_pegmatite,1,33,11600,146,22,0.4726
B_SeamBoundary,granite_pegmatite,1,34,10690,123,37,0.2951
B_SeamBoundary,granite_pegmatite,1,35,16820,156,30,0.3231
B_SeamBoundary,granite_pegmatite,1,36,11150,133,41,0.2910
